filepath,relative_path,class_label,description,width,height,aspect_ratio,file_size_kb
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_100.jpg,data/raw/AGC/AGC_100.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1335.35546875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_101.jpg,data/raw/AGC/AGC_101.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1071.71875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_102.jpg,data/raw/AGC/AGC_102.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,619.9296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_103.jpg,data/raw/AGC/AGC_103.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,842.3173828125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_104.jpg,data/raw/AGC/AGC_104.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,629.8046875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_105.jpg,data/raw/AGC/AGC_105.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,633.7685546875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_106.jpg,data/raw/AGC/AGC_106.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,897.154296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_107.jpg,data/raw/AGC/AGC_107.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,734.13671875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_108.jpg,data/raw/AGC/AGC_108.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,620.33203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_109.jpg,data/raw/AGC/AGC_109.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,903.0654296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_11.jpg,data/raw/AGC/AGC_11.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,997.5703125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_110.jpg,data/raw/AGC/AGC_110.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,666.6875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_111.jpg,data/raw/AGC/AGC_111.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1061.9111328125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_112.jpg,data/raw/AGC/AGC_112.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,538.2568359375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_113.jpg,data/raw/AGC/AGC_113.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,506.2109375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_114.jpg,data/raw/AGC/AGC_114.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1170.0966796875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_115.jpg,data/raw/AGC/AGC_115.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,832.7861328125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_116.jpg,data/raw/AGC/AGC_116.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,398.125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_12.jpg,data/raw/AGC/AGC_12.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,661.8388671875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_13.jpg,data/raw/AGC/AGC_13.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,949.6640625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_14.jpg,data/raw/AGC/AGC_14.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,570.6689453125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_15.jpg,data/raw/AGC/AGC_15.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,585.9775390625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_16.jpg,data/raw/AGC/AGC_16.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,482.5078125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_17.jpg,data/raw/AGC/AGC_17.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,936.9912109375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_18.jpg,data/raw/AGC/AGC_18.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,863.36328125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_19.jpg,data/raw/AGC/AGC_19.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,694.7861328125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_2.jpg,data/raw/AGC/AGC_2.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,381.607421875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_20.jpg,data/raw/AGC/AGC_20.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,889.43359375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_21.jpg,data/raw/AGC/AGC_21.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,378.8955078125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_22.jpg,data/raw/AGC/AGC_22.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,440.7412109375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_23.jpg,data/raw/AGC/AGC_23.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1508.81640625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_24.jpg,data/raw/AGC/AGC_24.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1212.4287109375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_25.jpg,data/raw/AGC/AGC_25.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1667.3212890625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_26.jpg,data/raw/AGC/AGC_26.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1045.6904296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_27.jpg,data/raw/AGC/AGC_27.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1166.408203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_28.jpg,data/raw/AGC/AGC_28.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,516.6220703125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_29.jpg,data/raw/AGC/AGC_29.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,853.5029296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_3.jpg,data/raw/AGC/AGC_3.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,506.3984375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_30.jpg,data/raw/AGC/AGC_30.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,353.923828125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_31.jpg,data/raw/AGC/AGC_31.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,311.166015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_32.jpg,data/raw/AGC/AGC_32.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,342.408203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_33.jpg,data/raw/AGC/AGC_33.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1029.14453125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_34.jpg,data/raw/AGC/AGC_34.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,357.4365234375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_35.jpg,data/raw/AGC/AGC_35.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1147.0390625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_36.jpg,data/raw/AGC/AGC_36.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,423.4677734375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_37.jpg,data/raw/AGC/AGC_37.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,696.80078125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_38.jpg,data/raw/AGC/AGC_38.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1026.7109375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_39.jpg,data/raw/AGC/AGC_39.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,271.2802734375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_4.jpg,data/raw/AGC/AGC_4.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,399.392578125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_40.jpg,data/raw/AGC/AGC_40.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,556.78125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_41.jpg,data/raw/AGC/AGC_41.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,544.642578125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_42.jpg,data/raw/AGC/AGC_42.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,866.7275390625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_43.jpg,data/raw/AGC/AGC_43.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,353.8134765625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_44.jpg,data/raw/AGC/AGC_44.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,575.0517578125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_45.jpg,data/raw/AGC/AGC_45.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,753.9765625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_46.jpg,data/raw/AGC/AGC_46.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,629.025390625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_47.jpg,data/raw/AGC/AGC_47.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,759.9072265625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_48.jpg,data/raw/AGC/AGC_48.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,922.2314453125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_49.jpg,data/raw/AGC/AGC_49.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,485.3388671875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_5.jpg,data/raw/AGC/AGC_5.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1607.8740234375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_50.jpg,data/raw/AGC/AGC_50.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,320.6005859375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_51.jpg,data/raw/AGC/AGC_51.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,319.75
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_52.jpg,data/raw/AGC/AGC_52.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,672.9482421875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_53.jpg,data/raw/AGC/AGC_53.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,557.529296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_54.jpg,data/raw/AGC/AGC_54.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,131.294921875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_55.jpg,data/raw/AGC/AGC_55.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1048.5673828125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_56.jpg,data/raw/AGC/AGC_56.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,328.3720703125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_57.jpg,data/raw/AGC/AGC_57.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,301.607421875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_58.jpg,data/raw/AGC/AGC_58.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,557.212890625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_59.jpg,data/raw/AGC/AGC_59.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,306.5224609375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_6.jpg,data/raw/AGC/AGC_6.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,524.283203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_60.jpg,data/raw/AGC/AGC_60.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,313.0029296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_61.jpg,data/raw/AGC/AGC_61.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,609.640625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_62.jpg,data/raw/AGC/AGC_62.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,450.2685546875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_63.jpg,data/raw/AGC/AGC_63.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,251.19140625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_64.jpg,data/raw/AGC/AGC_64.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,635.0341796875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_65.jpg,data/raw/AGC/AGC_65.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,922.2314453125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_66.jpg,data/raw/AGC/AGC_66.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,334.892578125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_67.jpg,data/raw/AGC/AGC_67.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,473.1533203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_68.jpg,data/raw/AGC/AGC_68.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,191.04296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_69.jpg,data/raw/AGC/AGC_69.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,310.265625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_7.jpg,data/raw/AGC/AGC_7.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1128.81640625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_70.jpg,data/raw/AGC/AGC_70.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,388.041015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_71.jpg,data/raw/AGC/AGC_71.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,841.0908203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_72.jpg,data/raw/AGC/AGC_72.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,865.076171875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_73.jpg,data/raw/AGC/AGC_73.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,810.79296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_74.jpg,data/raw/AGC/AGC_74.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,508.4697265625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_75.jpg,data/raw/AGC/AGC_75.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,879.1533203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_76.jpg,data/raw/AGC/AGC_76.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,480.26953125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_77.jpg,data/raw/AGC/AGC_77.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,349.2724609375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_78.jpg,data/raw/AGC/AGC_78.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,576.6650390625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_79.jpg,data/raw/AGC/AGC_79.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1093.2529296875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_8.jpg,data/raw/AGC/AGC_8.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1150.8466796875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_80.jpg,data/raw/AGC/AGC_80.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1029.14453125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_81.jpg,data/raw/AGC/AGC_81.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,724.5009765625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_82.jpg,data/raw/AGC/AGC_82.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,760.9228515625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_83.jpg,data/raw/AGC/AGC_83.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1048.5673828125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_84.jpg,data/raw/AGC/AGC_84.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1196.1015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_85.jpg,data/raw/AGC/AGC_85.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1489.24609375
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_86.jpg,data/raw/AGC/AGC_86.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1335.35546875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_87.jpg,data/raw/AGC/AGC_87.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1266.4921875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_88.jpg,data/raw/AGC/AGC_88.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1499.4560546875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_89.jpg,data/raw/AGC/AGC_89.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1071.71875
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_9.jpg,data/raw/AGC/AGC_9.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,569.017578125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_90.jpg,data/raw/AGC/AGC_90.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1264.330078125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_91.jpg,data/raw/AGC/AGC_91.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,816.0556640625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_92.jpg,data/raw/AGC/AGC_92.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,811.8291015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_93.jpg,data/raw/AGC/AGC_93.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,760.9228515625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_94.jpg,data/raw/AGC/AGC_94.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1320.31640625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_95.jpg,data/raw/AGC/AGC_95.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1439.291015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_96.jpg,data/raw/AGC/AGC_96.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1501.291015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_97.jpg,data/raw/AGC/AGC_97.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1003.158203125
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_98.jpg,data/raw/AGC/AGC_98.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1196.1015625
C:\Users\blessy\projects\cancer prediction\data\raw\AGC\AGC_99.jpg,data/raw/AGC/AGC_99.jpg,AGC,Atypical glandular cells,2592,1944,1.3333333333333333,1489.24609375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_1.jpg,data/raw/ASC-H/ASC-H_1.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1584.375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_10.jpg,data/raw/ASC-H/ASC-H_10.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1707.1318359375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_100.jpg,data/raw/ASC-H/ASC-H_100.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,247.228515625
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_101.jpg,data/raw/ASC-H/ASC-H_101.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,229.6416015625
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_102.jpg,data/raw/ASC-H/ASC-H_102.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,549.091796875
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_103.jpg,data/raw/ASC-H/ASC-H_103.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,696.80078125
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_104.jpg,data/raw/ASC-H/ASC-H_104.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1001.263671875
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_105.jpg,data/raw/ASC-H/ASC-H_105.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,864.7744140625
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_106.jpg,data/raw/ASC-H/ASC-H_106.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1395.26953125
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_107.jpg,data/raw/ASC-H/ASC-H_107.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1688.3525390625
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_108.jpg,data/raw/ASC-H/ASC-H_108.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1504.083984375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_109.jpg,data/raw/ASC-H/ASC-H_109.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,488.3349609375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_11.jpg,data/raw/ASC-H/ASC-H_11.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,787.505859375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_110.jpg,data/raw/ASC-H/ASC-H_110.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1795.7138671875
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_111.jpg,data/raw/ASC-H/ASC-H_111.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1023.8125
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_112.jpg,data/raw/ASC-H/ASC-H_112.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,2007.4951171875
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_113.jpg,data/raw/ASC-H/ASC-H_113.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1490.9912109375
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_114.jpg,data/raw/ASC-H/ASC-H_114.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1203.5126953125
C:\Users\blessy\projects\cancer prediction\data\raw\ASC-H\ASC-H_115.jpg,data/raw/ASC-H/ASC-H_115.jpg,ASC-H,"Atypical squamous cells, cannot exclude HSIL",2592,1944,1.3333333333333333,1504.083984375
